sqft,bdrms,age,ocean_proximity,median_income,population,price
3581,780,16,NEAR OCEAN,5.041,1644,397600
4559,1045,19,NEAR OCEAN,4.355,1949,429200
4041,903,25,NEAR OCEAN,4.2289,1689,442700
2548,646,38,NEAR OCEAN,2.8352,755,408300
4000,883,13,<1H OCEAN,4.7245,1999,273600
2024,462,18,<1H OCEAN,3.5848,1047,186900
3141,664,15,<1H OCEAN,4.2165,1729,234600
3305,841,14,<1H OCEAN,3.4899,2272,216700
3808,790,19,<1H OCEAN,4.625,1776,282200
2228,479,12,<1H OCEAN,4.0385,1122,350000
1692,427,17,<1H OCEAN,3.5859,903,262500
2809,708,16,NEAR OCEAN,3.2353,1260,252900
1330,293,29,<1H OCEAN,4.6591,613,353100
3155,653,14,<1H OCEAN,3.0625,951,268800
3969,834,11,NEAR OCEAN,4.3409,1508,271400
7017,935,5,NEAR OCEAN,10.1154,2427,477700
5241,985,12,<1H OCEAN,6.4858,2048,285400
3712,667,34,<1H OCEAN,4.8125,1521,387800
4808,1029,19,<1H OCEAN,4.0121,2422,279700
1994,578,18,<1H OCEAN,2.7614,3031,237500
1600,458,17,<1H OCEAN,2.7865,1803,216700
5554,995,23,<1H OCEAN,5.3886,2408,331900
5069,770,23,<1H OCEAN,6.3047,2473,285700
8844,1706,22,<1H OCEAN,4.4453,4404,267800
4095,578,23,<1H OCEAN,6.7418,1766,302500
6393,1141,24,<1H OCEAN,5.1384,2743,336900
5203,957,24,<1H OCEAN,5.163,2465,261000
7141,1330,24,<1H OCEAN,4.6649,3418,237800
2104,421,24,<1H OCEAN,3.8365,1181,250900
2236,280,26,<1H OCEAN,6.7395,809,342800
3182,884,20,<1H OCEAN,3.1912,1770,220800
1787,275,26,<1H OCEAN,5.5514,801,255700
2801,649,17,<1H OCEAN,4.2875,1473,134800
2127,537,14,<1H OCEAN,3.628,1338,188500
6565,1357,18,<1H OCEAN,4.7515,3079,295600
3856,567,24,<1H OCEAN,7.248,1741,302700
945,115,3,<1H OCEAN,11.5199,337,500001
4013,903,13,<1H OCEAN,4.625,1999,248800
1476,294,16,<1H OCEAN,5.3259,886,216400
2480,858,12,<1H OCEAN,1.6705,1441,350000
2598,443,24,<1H OCEAN,5.8623,1184,287800
3244,421,15,<1H OCEAN,7.7854,1259,395300
1483,251,26,<1H OCEAN,6,738,271400
5126,711,13,NEAR OCEAN,9.5268,2429,437900
4494,1048,14,<1H OCEAN,4.7821,2222,169400
2673,687,14,<1H OCEAN,4.1862,1192,188900
1836,490,15,<1H OCEAN,4.0238,942,182500
4770,969,13,NEAR OCEAN,5.883,2261,295100
4014,868,12,<1H OCEAN,6.0102,1605,396900
6239,974,32,NEAR OCEAN,6.6188,2615,380000
997,262,37,NEAR OCEAN,4.7773,531,400000
2569,812,15,NEAR OCEAN,5.4011,785,346400
1222,303,43,NEAR OCEAN,4.8482,565,500001
1671,390,44,NEAR OCEAN,4.6369,871,422200
1608,314,24,NEAR OCEAN,5.0926,592,390500
2119,524,33,NEAR OCEAN,4.537,872,495500
1310,342,31,NEAR OCEAN,4.6528,563,457100
1258,333,32,NEAR OCEAN,5.0476,645,500001
2035,,32,NEAR OCEAN,4.2287,934,500001
1240,296,24,NEAR OCEAN,4.9044,513,485000
1179,250,32,NEAR OCEAN,5.1824,369,500001
1397,271,19,NEAR OCEAN,8.7397,491,500001
4573,937,17,NEAR OCEAN,5.7704,1619,500001
4150,570,25,NEAR OCEAN,8.8281,1424,461600
4311,531,22,NEAR OCEAN,9.8177,1426,500001
1822,313,13,NEAR OCEAN,9.8346,643,401700
2665,331,14,NEAR OCEAN,15.0001,964,500001
4392,602,16,<1H OCEAN,10.5424,1490,500001
2021,396,14,NEAR OCEAN,7.1673,696,340700
2472,450,25,<1H OCEAN,5.0699,1301,266100
1875,472,17,<1H OCEAN,5.2589,900,226100
5416,1271,22,<1H OCEAN,3.8038,2260,174500
1388,409,26,<1H OCEAN,1.8015,515,62000
2461,562,26,<1H OCEAN,2.1944,971,87500
2013,551,26,<1H OCEAN,2.2708,664,67500
3083,806,26,<1H OCEAN,1.9074,960,68500
1995,637,25,<1H OCEAN,1.4617,743,46900
1625,440,26,<1H OCEAN,1.808,533,58500
5359,1508,26,<1H OCEAN,1.7675,1829,61300
1967,577,26,<1H OCEAN,1.6111,692,54300
996,364,26,<1H OCEAN,1.2813,366,46700
529,159,27,<1H OCEAN,2.0952,193,71300
2301,640,27,<1H OCEAN,1.7208,847,67500
1876,455,26,<1H OCEAN,2.925,1499,176000
3380,722,30,<1H OCEAN,4.525,2269,186000
1382,387,26,<1H OCEAN,2.7589,1977,137500
2767,346,25,<1H OCEAN,6.394,1148,316700
2905,587,27,<1H OCEAN,4.25,1781,214800
2989,479,26,<1H OCEAN,5.7157,1596,231200
4650,849,25,<1H OCEAN,5.742,2503,221900
2070,263,16,<1H OCEAN,7.0879,878,338800
3757,650,16,<1H OCEAN,5.2001,1291,235600
2532,421,26,<1H OCEAN,5.3559,1274,235800
3842,609,26,<1H OCEAN,6.128,1961,248200
3711,610,26,<1H OCEAN,5.5599,1902,234100
8110,1264,25,<1H OCEAN,6.0609,3613,264900
3865,802,24,<1H OCEAN,3.8158,2670,180000
1264,274,37,<1H OCEAN,3.3438,783,199600
1859,462,30,<1H OCEAN,3.0909,1314,184400
3443,635,29,<1H OCEAN,4.7404,2257,207500
4065,741,26,<1H OCEAN,4.506,1960,240000
4636,908,16,<1H OCEAN,4.4261,2341,304700
5239,1045,17,<1H OCEAN,4.375,2440,248100
4232,624,22,<1H OCEAN,6.6539,2408,284900
1312,267,29,<1H OCEAN,3.1902,922,202400
3215,652,28,<1H OCEAN,4.0194,2066,197400
1572,362,30,<1H OCEAN,3.369,1351,190900
2545,737,17,<1H OCEAN,1.9439,1468,177700
3024,754,22,<1H OCEAN,3.3125,2357,191800
1553,518,23,<1H OCEAN,2.1375,1988,150000
1880,405,24,<1H OCEAN,4.4545,967,192500
2343,415,27,<1H OCEAN,5.1345,1537,210600
2115,352,34,<1H OCEAN,5.1507,1253,207500
2683,436,33,<1H OCEAN,5.0091,1520,211500
1759,404,25,<1H OCEAN,3.6289,1404,195800
1387,238,33,<1H OCEAN,5.422,890,204100
1771,296,32,<1H OCEAN,5.8362,995,217500
2072,349,35,<1H OCEAN,3.9855,1249,191900
2141,597,26,<1H OCEAN,2.2981,2038,177700
1324,267,24,<1H OCEAN,3.4327,687,192800
1982,503,29,<1H OCEAN,3.0263,1426,194200
2401,503,28,<1H OCEAN,3.5139,1155,211700
1120,319,14,<1H OCEAN,2.9083,982,179200
1250,331,12,<1H OCEAN,3.0625,1047,208800
3803,898,21,<1H OCEAN,3,1511,221200
586,118,7,<1H OCEAN,5.2077,232,181300
2000,310,27,<1H OCEAN,5.635,880,218900
3810,579,24,<1H OCEAN,5.8053,1818,255900
2980,494,32,<1H OCEAN,5.0866,1370,223500
4061,545,25,<1H OCEAN,7.1572,1623,294900
5321,889,26,<1H OCEAN,5.8914,2932,237600
3191,634,32,<1H OCEAN,4.1548,1718,216600
2460,403,30,<1H OCEAN,5.4372,1277,223200
3375,559,28,<1H OCEAN,5.5446,1754,228900
2648,478,19,<1H OCEAN,5.9357,1160,207400
2001,302,26,<1H OCEAN,5.1061,836,257500
2343,377,26,<1H OCEAN,6,1166,233100
3554,528,25,<1H OCEAN,6.6453,1600,270100
3642,557,26,<1H OCEAN,5.8426,1623,259400
3715,575,25,<1H OCEAN,5.7705,1640,247100
3675,613,29,<1H OCEAN,6.0553,1457,369400
3486,507,34,<1H OCEAN,7.1221,1311,384500
2840,395,34,<1H OCEAN,7.6144,1127,376200
2146,298,26,<1H OCEAN,6.6137,852,342700
2473,383,34,<1H OCEAN,5.8283,967,362400
4231,617,31,<1H OCEAN,6.6312,1694,360100
2287,347,34,<1H OCEAN,5.5767,1051,372000
2879,403,30,<1H OCEAN,6.9324,1109,364700
5321,967,25,<1H OCEAN,5.0102,1969,340100
6368,1030,23,<1H OCEAN,6.1142,3281,240400
2663,430,23,<1H OCEAN,5.7837,1499,258000
84,14,24,<1H OCEAN,5.875,32,193800
2956,393,16,<1H OCEAN,8.4952,1379,359600
4021,701,16,<1H OCEAN,5.32,1488,219500
3414,434,18,<1H OCEAN,8.7015,1272,390900
3112,435,25,<1H OCEAN,6,1098,353500
2356,330,25,<1H OCEAN,6.6264,937,359100
4048,562,22,<1H OCEAN,7.3463,1637,355600
2685,466,33,<1H OCEAN,5.0261,1359,245100
2196,504,21,<1H OCEAN,4.8,1215,196900
4422,624,26,<1H OCEAN,6.4288,1936,320700
1892,442,22,<1H OCEAN,4.1379,1015,212500
1379,333,20,<1H OCEAN,3.6217,937,195300
2439,554,17,<1H OCEAN,3.6442,1161,193100
1863,355,19,<1H OCEAN,3.2465,1260,277400
6623,1204,21,<1H OCEAN,4.5395,3193,256000
4890,653,21,<1H OCEAN,6.983,2295,329700
4526,830,19,<1H OCEAN,4.6681,2318,320700
4105,637,26,<1H OCEAN,5.844,2072,273900
1488,312,20,<1H OCEAN,4.055,972,201900
1548,279,25,<1H OCEAN,5.123,732,159600
2637,462,25,<1H OCEAN,4.5833,965,190900
3497,513,25,<1H OCEAN,5.4216,1839,263000
2711,352,22,<1H OCEAN,8.5407,1305,398800
1391,338,22,<1H OCEAN,3.8792,810,218200
1189,281,21,<1H OCEAN,3.3155,577,237500
1851,346,17,<1H OCEAN,5.6093,770,244400
2178,477,17,<1H OCEAN,3.6815,1077,245300
2662,464,20,<1H OCEAN,6.0162,1275,318500
2485,437,19,<1H OCEAN,4.7466,1286,258300
1139,328,16,<1H OCEAN,3.2933,665,260000
3203,653,34,<1H OCEAN,4.225,2072,198400
3030,532,25,<1H OCEAN,4.625,1668,229600
768,195,25,<1H OCEAN,3.175,529,132800
5290,1054,22,<1H OCEAN,4.53,2812,226400
4316,678,24,<1H OCEAN,5.7018,2286,286700
3941,655,21,<1H OCEAN,4.88,1897,343900
2997,372,21,<1H OCEAN,8.6123,1323,386700
1973,516,17,<1H OCEAN,3.8512,1112,163800
3983,675,24,<1H OCEAN,4.6458,1568,213400
4057,624,22,<1H OCEAN,5.8527,2204,241000
2990,515,27,<1H OCEAN,5.6846,1849,216100
2523,437,26,<1H OCEAN,5.2542,1377,234600
3635,567,26,<1H OCEAN,5.7089,1779,237400
1795,328,19,<1H OCEAN,4.535,1014,289300
2233,347,24,<1H OCEAN,5.6094,1162,279200
3132,469,23,<1H OCEAN,5.777,1646,315900
2856,388,25,<1H OCEAN,6.1737,1212,313100
3628,546,18,<1H OCEAN,7.5057,1922,328500
1831,390,16,<1H OCEAN,3.8426,1347,344400
3963,772,29,<1H OCEAN,4.9803,2104,208600
3740,691,29,<1H OCEAN,3.9628,1724,215600
3857,857,28,<1H OCEAN,4.0156,2328,196000
3616,892,26,<1H OCEAN,3.1497,2257,217600
2052,456,21,<1H OCEAN,3.7885,1173,204500
3897,893,10,<1H OCEAN,4.1591,1992,192300
5238,1083,18,<1H OCEAN,4.4583,3032,190100
3482,614,34,<1H OCEAN,5.1155,2227,200900
2342,383,26,<1H OCEAN,5.6677,1290,220700
1922,329,31,<1H OCEAN,5.3416,1030,213000
2320,448,30,<1H OCEAN,4.0865,1434,203700
5495,1141,23,<1H OCEAN,3.9156,2873,224100
2064,447,29,<1H OCEAN,3.8864,1265,209300
3061,612,29,<1H OCEAN,4.6326,2396,195200
1078,205,34,<1H OCEAN,4.5083,575,188000
2307,452,29,<1H OCEAN,3.4306,1218,194200
4097,838,28,<1H OCEAN,4.5,2112,202100
4166,713,35,<1H OCEAN,5.1775,2354,213400
3473,563,35,<1H OCEAN,4.4821,2091,214100
4781,831,30,<1H OCEAN,5.4746,2568,226400
1138,228,36,<1H OCEAN,3.4167,725,187200
1948,306,34,<1H OCEAN,4.9777,957,212600
2053,418,33,<1H OCEAN,4.0455,1154,197200
1162,196,32,<1H OCEAN,3.875,563,203000
1661,272,35,<1H OCEAN,5.2548,949,192600
2079,343,34,<1H OCEAN,5.103,1379,207000
1549,325,30,<1H OCEAN,4.0039,885,195100
2641,637,29,<1H OCEAN,2.8169,2413,165100
6348,1615,25,<1H OCEAN,3.139,4188,185700
3540,906,20,<1H OCEAN,3.0252,2898,178000
1624,289,28,<1H OCEAN,4.7083,755,268100
1434,391,19,<1H OCEAN,3.369,1088,269600
2298,567,15,<1H OCEAN,4.2422,1261,159400
1461,302,42,<1H OCEAN,3.9559,986,161100
2628,720,18,<1H OCEAN,2.735,2276,170800
1689,499,16,<1H OCEAN,3.1205,1260,174000
2086,544,13,<1H OCEAN,2.95,1356,165600
2334,537,17,<1H OCEAN,3.0147,1662,217000
1239,307,34,<1H OCEAN,3.59,869,161900
2303,612,20,<1H OCEAN,2.9,1607,176100
2939,437,18,<1H OCEAN,7.1425,1278,393700
3401,509,25,<1H OCEAN,6.6704,1503,240600
5195,1020,21,<1H OCEAN,4.5033,2539,160500
2111,306,23,<1H OCEAN,8.5621,979,347800
1851,344,17,<1H OCEAN,5.1315,764,181800
1740,445,17,<1H OCEAN,2.8649,1158,137500
1344,279,9,<1H OCEAN,5.0731,530,185100
1454,247,11,<1H OCEAN,6.2427,635,218500
3801,542,15,<1H OCEAN,9.0683,1992,367400
2003,300,16,<1H OCEAN,6.0394,1172,321600
923,136,14,<1H OCEAN,10.2252,420,462800
1849,384,33,INLAND,1.7083,218,143800
2979,583,30,INLAND,2.1987,316,124000
2213,372,22,INLAND,1.1912,98,170000
2146,361,15,INLAND,4.1316,197,200000
2171,386,25,INLAND,3.0375,248,171900
2484,460,21,INLAND,3.9722,309,127800
1703,360,18,INLAND,3.6563,354,146900
1684,359,32,INLAND,2.9125,454,145800
1669,348,25,INLAND,5.75,163,176600
1382,242,14,INLAND,4.1016,141,283300
2839,525,17,INLAND,3.5667,390,179200
3824,559,18,INLAND,5.5456,241,360000
1480,241,17,INLAND,3.9375,202,213200
1703,294,20,INLAND,3.087,409,196900
2245,392,18,INLAND,4.5795,421,158300
3005,574,21,INLAND,3.1193,385,153300
1746,306,19,INLAND,4.8182,251,146900
3729,614,20,INLAND,4.962,365,169500
2459,525,21,INLAND,3.01,584,163500
2369,469,30,INLAND,2.65,510,123800
2237,491,24,INLAND,4.1364,264,154500
1602,426,24,INLAND,1.7609,751,99300
2309,571,22,INLAND,3.0057,919,93600
1347,444,32,INLAND,1.8269,825,225000
1930,391,26,INLAND,2.6023,307,139300
7689,1415,13,INLAND,3.653,3264,146800
806,189,30,INLAND,2.8155,326,101000
1048,262,19,INLAND,2.2917,493,118200
1117,242,15,INLAND,2.6319,551,97700
6501,1416,18,INLAND,2.5373,2954,143000
3436,755,27,INLAND,2.4273,1568,138400
7635,1284,17,INLAND,4.2917,3096,184300
3471,753,41,INLAND,2.6701,1680,139000
1280,281,52,INLAND,1.7375,523,122200
2024,313,20,INLAND,5.2903,879,239400
3949,717,17,INLAND,3.3802,1683,216500
1127,,48,INLAND,3.0917,530,128100
1654,299,23,INLAND,4.2723,787,193100
2509,422,10,INLAND,6,1037,220100
3353,463,17,INLAND,5.1721,1417,237100
10282,1333,15,INLAND,6.4789,3868,287800
771,108,27,INLAND,8.4882,315,276600
2750,433,22,INLAND,4.2143,1161,236500
1816,278,22,INLAND,5.07,832,233000
2104,370,20,INLAND,4.1685,745,217500
3480,528,13,INLAND,6.1642,1432,277800
2541,414,18,INLAND,5.1857,1276,220100
1608,296,16,INLAND,3.1583,792,239200
4552,639,11,INLAND,4.3962,2006,264400
2028,255,14,INLAND,6.5322,781,394000
4897,636,11,INLAND,7.7499,1931,334800
1584,264,16,INLAND,6.0302,613,273100
2807,459,16,INLAND,4.7941,1201,247600
9137,1368,5,INLAND,5.4896,3667,229600
3605,576,12,INLAND,4.9,1556,203700
3869,887,19,INLAND,2.6065,2086,154900
3323,499,14,INLAND,5.3451,1527,172100
7173,1314,22,INLAND,3.3941,3526,135900
4223,672,6,INLAND,5.419,1747,267400
4664,644,6,INLAND,6.0804,2105,198700
7277,1168,10,INLAND,4.485,3507,179400
4812,1117,21,INLAND,2.5083,1985,128500
4384,778,33,INLAND,4.05,1775,134700
5558,1099,9,INLAND,3.6455,2717,139200
2253,416,21,INLAND,3.141,1050,220100
1449,228,14,INLAND,4.3897,670,186300
4185,750,7,INLAND,4.0519,2147,129200
3903,885,36,INLAND,2.655,2313,86300
493,89,52,INLAND,2.108,189,83800
4374,1039,41,INLAND,2.3611,2387,87900
20214,3559,3,INLAND,4.2259,8361,169300
2901,631,47,INLAND,2.1366,1276,101900
1292,307,43,INLAND,2.7188,647,85300
1198,174,12,INLAND,6.0097,443,187500
3819,550,6,INLAND,5.8718,1738,201400
9003,1739,7,INLAND,3.816,4445,147900
1851,352,11,INLAND,3.5288,1049,141100
549,143,18,INLAND,0.8691,249,136500
3813,871,13,INLAND,2.0807,1513,142600
3418,514,8,INLAND,6.3914,1312,218000
12259,1643,5,INLAND,5.4498,4819,217300
5094,729,14,INLAND,5.5205,1974,188700
2615,485,15,INLAND,3.7904,1063,173200
1419,261,23,INLAND,3.1875,706,110200
907,176,45,INLAND,2.2292,463,92000
2521,521,11,INLAND,3.5265,1390,124800
3118,500,20,INLAND,6,1405,209400
3691,640,21,INLAND,3.5607,1758,151900
4114,710,8,INLAND,4.4085,2268,139400
4488,859,15,INLAND,2.9484,2114,124400
3568,646,19,INLAND,4.0862,1714,162700
3155,541,16,INLAND,4.0282,1630,126400
1210,228,16,INLAND,2.7083,726,82100
2531,461,19,INLAND,4.4958,1206,192600
2094,358,16,INLAND,4.4769,1092,191400
2019,394,45,INLAND,3.1691,1104,108700
1297,259,31,INLAND,2.7656,765,93600
653,120,10,INLAND,3.3889,407,110800
1750,297,23,INLAND,3.4706,1012,99300
1529,317,45,INLAND,2.9866,793,91300
5927,1269,9,INLAND,2.8194,3369,111300
2069,312,16,INLAND,4.6771,889,212000
4064,871,21,INLAND,3.0321,1847,135500
2558,423,24,INLAND,4.0679,1149,190500
410,117,42,INLAND,1.0179,706,125000
5301,884,15,INLAND,4.515,2335,164000
2144,372,34,INLAND,3.3021,899,158800
4145,691,15,INLAND,4.3553,1872,220600
2544,431,16,INLAND,4.5129,1199,196300
3888,890,14,INLAND,1.8238,1830,158600
1475,403,17,INLAND,2.1287,943,55300
2267,355,14,INLAND,4.7019,1140,212800
3676,550,12,INLAND,4.8214,1572,201900
1467,221,13,INLAND,5.2536,688,191900
1106,195,16,INLAND,5.0126,505,192300
1931,380,18,INLAND,2.7463,1271,156100
4239,824,14,INLAND,2.4278,1729,167700
1710,294,14,INLAND,4.7143,839,150700
1931,445,22,INLAND,2.75,1009,153200
2289,450,17,INLAND,2.3696,1182,166800
3403,661,17,INLAND,3.6354,1540,162900
4059,730,21,INLAND,4.8051,1874,174300
4786,799,17,INLAND,3.9734,2066,185400
170,23,4,INLAND,10.9891,93,312500
2691,598,25,INLAND,3.9196,964,142700
1819,389,17,INLAND,2.8603,736,128900
4126,903,15,INLAND,3.0147,723,118800
868,178,16,INLAND,3,44,175000
10098,1545,14,INLAND,4.0819,701,141300
8259,1409,22,INLAND,3.3699,845,244000
2069,436,24,INLAND,2.5326,909,139100
4570,906,20,INLAND,3.0403,2125,148000
3758,717,8,INLAND,3.1972,1744,151500
2220,511,25,INLAND,1.8914,912,87800
2023,385,26,INLAND,2.8125,922,83500
1511,328,20,INLAND,2.0221,791,70900
2679,546,23,INLAND,2.8812,1424,81900
1349,238,20,INLAND,3.5417,601,96600
1666,351,15,INLAND,2.9559,816,118800
383,92,35,INLAND,2.6458,202,102500
1017,218,23,INLAND,2.2656,387,88200
1291,283,15,INLAND,2.1216,582,102000
3763,784,15,INLAND,2.2019,717,130500
1955,398,9,INLAND,3.9583,294,126500
1116,214,8,INLAND,2.5893,27,83000
2534,557,16,INLAND,2.2101,638,88800
1234,266,18,INLAND,2.5156,543,71900
513,104,11,INLAND,2.375,204,100000
2149,456,47,INLAND,1.7829,965,55900
3406,673,18,INLAND,2.2717,1567,75900
1262,258,10,INLAND,2.1667,510,92800
785,151,19,INLAND,3.0625,366,82500
1334,261,22,INLAND,2.2132,597,89200
1629,313,24,INLAND,2.2067,641,69600
3127,664,31,INLAND,1.5774,1345,58000
725,190,38,INLAND,1.625,219,75000
897,180,19,INLAND,2.9554,276,89400
958,245,25,INLAND,2.625,28,67500
1597,301,36,INLAND,3.5962,632,93600
3229,667,21,INLAND,2.1524,1501,77100
1572,232,10,INLAND,5.8453,247,193800
919,199,11,INLAND,1.6944,69,137500
1127,225,23,INLAND,3.4844,215,143800
1717,336,15,INLAND,3.6477,501,113400
1944,394,17,INLAND,1.6875,384,111500
5156,880,14,INLAND,3.3462,616,145200
1214,254,38,INLAND,2.5469,723,87800
1178,261,42,INLAND,2.9688,804,92900
730,155,36,INLAND,2.4306,476,88900
1248,278,41,INLAND,3.025,770,90600
4592,895,19,INLAND,3.3622,2769,105100
1386,247,15,INLAND,3.6415,703,124200
2881,514,45,INLAND,3.3687,1470,123800
1797,332,52,INLAND,2.7054,905,141700
2274,571,52,INLAND,2.0284,1167,101600
2337,452,37,INLAND,3.145,948,169100
950,183,24,INLAND,3.0694,383,125000
2862,772,43,INLAND,2.1151,1878,96700
1157,297,29,INLAND,1.6389,2027,155000
642,176,10,INLAND,2.1528,462,162500
1342,547,27,INLAND,1.1194,844,95800
917,224,44,INLAND,1.685,666,114200
1680,453,46,INLAND,2.0436,1570,82300
3676,697,34,INLAND,2.5804,2653,92400
1156,241,38,INLAND,1.4514,877,79900
1166,250,40,INLAND,1.95,976,84800
201,44,52,INLAND,2.025,130,125000
131,28,45,INLAND,2.6071,89,112500
4163,1242,31,INLAND,1.6943,3928,85900
3960,886,27,INLAND,3.024,2807,122500
1625,335,32,INLAND,2.7596,1212,82200
2070,469,33,INLAND,2.4667,1851,80700
3974,548,33,INLAND,7.2519,1398,216600
2396,316,25,INLAND,8.2405,951,235200
1650,210,28,INLAND,7.6632,557,204800
9286,1269,14,INLAND,6.6635,3565,219600
9376,1181,7,INLAND,8.5326,3570,315200
3307,553,52,INLAND,4.3176,1269,136200
2953,703,30,INLAND,2.6895,1406,150000
1992,345,52,INLAND,3.2917,948,129300
1806,322,51,INLAND,3.575,709,125500
1915,348,48,INLAND,3.4044,1060,117900
1383,238,38,INLAND,5.0194,649,148900
1707,276,41,INLAND,3.8618,660,134800
2837,617,32,INLAND,2.3798,1393,118800
4481,901,24,INLAND,3.864,2398,123400
2316,365,34,INLAND,4.337,956,157800
124,22,29,INLAND,12.5381,50,112500
3747,651,28,INLAND,3.8682,2399,116500
914,177,31,INLAND,3.7344,556,115300
2189,423,46,INLAND,3.1384,866,111500
1979,491,32,INLAND,2.4408,954,117300
1586,283,37,INLAND,2.9583,675,132100
1462,257,37,INLAND,3.0542,849,123900
4251,848,32,INLAND,2.8173,2494,110800
2275,469,33,INLAND,2.7452,1691,98100
2341,418,27,INLAND,3.0208,1272,112700
3153,623,30,INLAND,3.4491,1544,133800
1380,269,36,INLAND,3.1667,598,122900
1599,284,35,INLAND,4.125,721,120700
633,166,43,INLAND,1.1601,292,121400
2527,461,49,INLAND,4.0833,1344,114400
2215,351,32,INLAND,4.3542,771,142600
1682,296,20,INLAND,4.0966,706,140100
2468,380,21,INLAND,4.0625,1164,136800
3014,494,26,INLAND,4.8333,1832,127900
3306,680,35,INLAND,3.7109,1742,109100
1198,251,30,INLAND,3.0509,1019,82700
1468,298,35,INLAND,2.2222,1168,81300
793,150,35,INLAND,4.0156,669,89300
987,187,37,INLAND,3.5865,551,112000
943,171,42,INLAND,3.1458,466,116000
2074,476,33,INLAND,2.87,911,117600
3181,714,29,INLAND,3.25,1603,112500
2885,595,32,INLAND,3.1795,1509,125600
4179,1081,22,INLAND,2.4435,2096,118500
2420,532,26,INLAND,3.5403,1383,113500
1764,325,35,INLAND,4.1528,1094,113900
2284,444,36,INLAND,4.0526,1425,104500
2386,396,36,INLAND,4.5122,1176,113300
4836,1368,15,INLAND,2.1865,3012,129300
1273,262,31,INLAND,2.4922,686,109400
1577,272,34,INLAND,4.6327,880,116000
3539,869,12,INLAND,2.1023,1987,103700
2349,452,32,INLAND,3.9118,1479,114100
2992,516,30,INLAND,3.9128,1521,126900
1814,320,32,INLAND,4.1776,903,118700
1371,236,33,INLAND,4.375,715,129900
5998,1320,20,INLAND,3.2731,3185,113900
2433,525,33,INLAND,3.0437,1466,110800
2320,422,29,INLAND,3.7333,1358,121400
2552,588,35,INLAND,2.2548,1840,113300
2886,583,25,INLAND,2.3851,2327,113700
1263,178,32,INLAND,3.6667,508,314100
4487,754,23,INLAND,4.2788,2609,148700
14281,2511,15,INLAND,4.3222,7540,138000
80,10,4,INLAND,7.7197,55,193800
1858,366,25,INLAND,2.7083,1311,87800
1231,216,34,INLAND,2.6442,841,92000
3084,570,33,INLAND,3.05,1753,97800
5455,882,9,INLAND,4.2321,3015,162800
2316,599,24,INLAND,1.6955,1829,86800
1192,307,31,INLAND,2.0742,1013,76200
2228,571,38,INLAND,1.9052,1697,83400
2634,421,21,INLAND,4.2589,1376,152200
10072,2043,16,INLAND,3.0606,5913,119500
3042,598,26,INLAND,2.76,1720,95200
2101,426,34,INLAND,3.0909,1150,98300
2372,621,26,INLAND,1.4719,1647,88600
1617,346,32,INLAND,3.016,1153,96600
3307,547,18,INLAND,4.566,1738,116900
9966,1517,12,INLAND,4.5625,5008,171300
1929,317,15,INLAND,4.4063,1237,128500
2050,392,21,INLAND,4.84,1153,116400
2451,475,20,INLAND,3.3966,1785,115000
2727,462,17,INLAND,4.8371,1691,160600
2394,416,21,INLAND,4.2099,1291,138700
12106,1913,8,INLAND,4.9886,5810,158100
2000,376,23,INLAND,4.369,1361,121100
2051,427,35,INLAND,3.6711,1466,108200
3736,738,21,INLAND,4.4545,2021,142400
7779,1835,24,INLAND,2.1764,3996,135300
6751,1153,12,INLAND,3.8529,3266,145500
3791,746,36,INLAND,3.2067,2258,124700
13562,2057,14,INLAND,5.2759,7600,182900
1293,215,34,INLAND,3.8906,774,141000
1430,273,29,INLAND,4.0833,872,141000
352,62,35,INLAND,3.6691,184,137500
256,34,19,INLAND,5.3269,101,375000
2925,575,26,INLAND,3.1859,1921,153100
3583,700,17,INLAND,2.6979,1587,75000
5675,935,21,INLAND,4.2263,2834,203200
5398,926,30,INLAND,4.4762,2672,163900
266,42,29,INLAND,1.625,136,164300
575,73,6,INLAND,7.0215,318,257100
1240,151,3,INLAND,7.5408,519,271900
3196,444,17,INLAND,5.9333,1581,229400
10223,1491,7,INLAND,5.4872,5205,203400
3797,850,7,INLAND,3.5525,2369,137600
693,185,16,INLAND,2.3417,365,191700
2999,439,25,INLAND,5.6973,1396,164800
17978,3217,2,INLAND,5.1695,7305,220800
1864,271,15,INLAND,7.2379,1006,251000
5187,934,25,INLAND,4.1865,2725,154300
2807,501,24,INLAND,4.8167,1653,163300
1839,324,21,INLAND,3.4459,871,198800
2290,319,12,INLAND,6.1561,728,233500
4157,586,16,INLAND,6.155,2036,246400
2620,396,22,INLAND,5.3735,1324,214600
338,47,17,INLAND,7.8118,200,244200
4741,835,19,INLAND,4.3723,2903,135600
5364,1020,17,INLAND,3.2857,3754,139100
2529,513,31,INLAND,2.9821,1504,115600
2101,337,28,INLAND,4.55,1061,146800
9016,1486,12,INLAND,4.9984,4285,169100
1565,296,34,INLAND,3.6979,1142,99600
6248,1249,15,INLAND,4.1264,3795,124600
7923,1470,12,INLAND,4.2985,4861,139200
932,153,29,INLAND,4.8214,711,143400
2481,620,26,INLAND,1.7059,2411,85800
559,139,34,INLAND,3.0687,532,88500
1891,465,19,INLAND,2.7813,1693,112900
1625,336,29,INLAND,3.1985,1046,117300
2787,490,28,INLAND,4.0256,1684,127100
4112,880,16,INLAND,3.0122,2821,114700
